Ontology	ID	Desc	BinomRank	BinomP	BinomBonfP	BinomFdrQ	RegionFoldEnrich	ExpRegions	ObsRegions	GenomeFrac	SetCov	HyperRank	HyperP	HyperBonfP	HyperFdrQ	GeneFoldEnrich	ExpGenes	ObsGenes	TotalGenes	GeneSetCov	TermCov	Ontology2	group
MSigDB Pathway	REACTOME_RNA_POL_III_CHAIN_ELONGATION	Genes involved in RNA Polymerase III Chain Elongation	209	0.0002187259	0.2887182	0.001381427	3.534185	3.395408	12	0.0008787288	0.00310559	353	0.1388012	1	0.51903	2.287145	1.311679	3	17	0.002155172	0.1764706	MSigDB Pathway	IFNG
MSigDB Pathway	PID_S1P_S1P1_PATHWAY	S1P1 pathway	211	0.0002244446	0.2962669	0.001404108	2.5202	7.935878	20	0.002053799	0.005175983	441	0.2176201	1	0.6513799	1.851498	1.620309	3	21	0.002155172	0.1428571	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_TID_PATHWAY	Chaperones modulate interferon Signaling Pathway	212	0.0002469682	0.325998	0.001537727	2.85008	5.613877	16	0.001452867	0.004140787	222	0.06329469	1	0.3763468	2.592098	1.543152	4	20	0.002873563	0.2	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_NGF_PATHWAY	Nerve growth factor pathway (NGF)	213	0.0002642326	0.348787	0.001637498	2.487779	8.039299	20	0.002080564	0.005175983	188	0.04513859	1	0.3169305	2.880109	1.388837	4	18	0.002873563	0.2222222	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_TGF_BETA_RECEPTOR_SIGNALING_ACTIVATES_SMADS	Genes involved in TGF-beta receptor signaling activates SMADs	214	0.0003028993	0.3998271	0.001868351	2.24631	10.68419	24	0.002765059	0.00621118	526	0.2814485	1	0.7062966	1.620061	1.851782	3	24	0.002155172	0.125	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_IL12_PATHWAY	IL12 and Stat4 Dependent Signaling Pathway in Th1 Development	215	0.000304791	0.4023241	0.001871275	2.459559	8.131539	20	0.002104436	0.005175983	242	0.07360383	1	0.4014754	2.468664	1.620309	4	21	0.002873563	0.1904762	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_PURINE_SALVAGE	Genes involved in Purine salvage	216	0.0003085353	0.4072666	0.001885494	3.399977	3.529435	12	0.0009134149	0.00310559	504	0.2652014	1	0.6945751	1.993921	1.003049	2	13	0.001436782	0.1538462	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_ACTIVATION_OF_GENES_BY_ATF4	Genes involved in Activation of Genes by ATF4	217	0.0003382734	0.4465209	0.0020577	2.768155	5.780022	16	0.001495865	0.004140787	1037	0.8546198	1	1	0.5400204	1.851782	1	24	0.0007183908	0.04166667	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_RNA_POL_III_TRANSCRIPTION_INITIATION_FROM_TYPE_3_PROMOTER	Genes involved in RNA Polymerase III Transcription Initiation From Type 3 Promoter	219	0.0003483067	0.4597648	0.002099383	2.760608	5.795825	16	0.001499955	0.004140787	345	0.1363735	1	0.5217769	1.993921	2.006097	4	26	0.002873563	0.1538462	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_N_GLYCAN_ANTENNAE_ELONGATION	Genes involved in N-Glycan antennae elongation	220	0.0003510436	0.4633776	0.002106262	2.43177	8.224461	20	0.002128484	0.005175983	273	0.08797049	1	0.4253518	2.777248	1.080206	3	14	0.002155172	0.2142857	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_CXCR4_PATHWAY	CXCR4 Signaling Pathway	221	0.0003527836	0.4656744	0.002107124	2.07583	13.48858	28	0.003490834	0.007246377	84	0.008384033	1	0.1317491	3.240122	1.851782	6	24	0.004310345	0.25	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_HIGHLY_CALCIUM_PERMEABLE_POSTSYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	Genes involved in Highly calcium permeable postsynaptic nicotinic acetylcholine receptors	222	0.0003541055	0.4674193	0.002105492	3.347185	3.585102	12	0.0009278214	0.00310559	215	0.0595895	1	0.3658518	3.240122	0.925891	3	12	0.002155172	0.25	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_PIP3_ACTIVATES_AKT_SIGNALING	Genes involved in PIP3 activates AKT signaling	223	0.0003838861	0.5067297	0.00227233	2.414246	8.284159	20	0.002143933	0.005175983	202	0.05280038	1	0.3450322	2.40009	2.083255	5	27	0.003591954	0.1851852	MSigDB Pathway	IFNG
MSigDB Pathway	ST_STAT3_PATHWAY	STAT3 Pathway	224	0.0003857607	0.5092041	0.002273233	3.314641	3.620302	12	0.0009369311	0.00310559	426	0.2063126	1	0.6392785	2.356452	0.8487334	2	11	0.001436782	0.1818182	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_PROLONGED_ERK_ACTIVATION_EVENTS	Genes involved in Prolonged ERK activation events	226	0.00039577	0.5224164	0.002311577	2.727746	5.865649	16	0.001518025	0.004140787	390	0.1769836	1	0.5990214	2.046393	1.465994	3	19	0.002155172	0.1578947	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_PYK2_PATHWAY	Links between Pyk2 and Map Kinases	227	0.0004086716	0.5394465	0.002376416	2.198538	10.91635	24	0.002825142	0.00621118	218	0.06035969	1	0.3654807	2.314373	2.160412	5	28	0.003591954	0.1785714	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_DESTABILIZATION_OF_MRNA_BY_AUF1_HNRNP_D0	Genes involved in Destabilization of mRNA by AUF1 (hnRNP D0)	228	0.0004092109	0.5401584	0.002369116	2.198328	10.91739	24	0.002825411	0.00621118	633	0.3892291	1	0.8116626	1.222688	4.089352	5	53	0.003591954	0.09433962	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_RELA_PATHWAY	Acetylation and Deacetylation of RelA in The Nucleus	229	0.0004175099	0.5511131	0.002406607	3.284759	3.653236	12	0.0009454543	0.00310559	326	0.1208923	1	0.4895026	2.430092	1.234521	3	16	0.002155172	0.1875	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_TOB1_PATHWAY	Role of Tob in T-cell activation	230	0.0004187549	0.5527565	0.002403289	2.39726	8.342857	20	0.002159124	0.005175983	205	0.05380068	1	0.3464239	2.728524	1.465994	4	19	0.002873563	0.2105263	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_RIP_MEDIATED_NFKB_ACTIVATION_VIA_DAI	Genes involved in RIP-mediated NFkB activation via DAI	231	0.000432975	0.571527	0.002474143	3.271076	3.668518	12	0.0009494095	0.00310559	379	0.1575337	1	0.5486662	2.160081	1.388837	3	18	0.002155172	0.1666667	MSigDB Pathway	IFNG
MSigDB Pathway	KEGG_ARACHIDONIC_ACID_METABOLISM	Arachidonic acid metabolism	232	0.0004419884	0.5834247	0.002514762	2.186088	10.97852	24	0.002841231	0.00621118	863	0.6503915	1	0.9948051	0.909508	4.397982	4	57	0.002873563	0.07017544	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_ELONGATION_ARREST_AND_RECOVERY	Genes involved in Elongation arrest and recovery	233	0.0004735855	0.6251329	0.002682974	3.2375	3.706563	12	0.0009592555	0.00310559	661	0.4323167	1	0.8633253	1.254241	2.391885	3	31	0.002155172	0.09677419	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_HER2_PATHWAY	Role of ERBB2 in Signal Transduction and Oncology	234	0.0004736849	0.6252641	0.002672069	2.036066	13.75201	28	0.003559008	0.007246377	65	0.005306737	1	0.1077676	3.534679	1.697467	6	22	0.004310345	0.2727273	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_SCF_BETA_TRCP_MEDIATED_DEGRADATION_OF_EMI1	Genes involved in SCF-beta-TrCP mediated degradation of Emi1	235	0.0004753413	0.6274505	0.002670002	2.174549	11.03677	24	0.002856307	0.00621118	609	0.3578063	1	0.7755407	1.270636	3.935037	5	51	0.003591954	0.09803922	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_ACETYLCHOLINE_BINDING_AND_DOWNSTREAM_EVENTS	Genes involved in Acetylcholine Binding And Downstream Events	236	0.0005151999	0.6800639	0.002881627	3.206157	3.742799	12	0.0009686333	0.00310559	299	0.1039138	1	0.4587499	2.592098	1.157364	3	15	0.002155172	0.2	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_RESOLUTION_OF_AP_SITES_VIA_THE_MULTIPLE_NUCLEOTIDE_PATCH_REPLACEMENT_PATHWAY	Genes involved in Resolution of AP sites via the multiple-nucleotide patch replacement pathway	237	0.00051917	0.6853044	0.00289158	4.495812	1.779434	8	0.000460516	0.002070393	620	0.3817039	1	0.8126599	1.524763	1.311679	2	17	0.001436782	0.1176471	MSigDB Pathway	IFNG
MSigDB Pathway	PID_TOLL_ENDOGENOUS_PATHWAY	Endogenous TLR signaling	238	0.0005328397	0.7033484	0.002955245	2.652023	6.033131	16	0.001561369	0.004140787	336	0.1224428	1	0.4810253	2.073678	1.92894	4	25	0.002873563	0.16	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_GAB1_SIGNALOSOME	Genes involved in GAB1 signalosome	239	0.0005441752	0.7183113	0.003005486	2.017397	13.87927	28	0.003591944	0.007246377	118	0.01847968	1	0.2067218	2.520095	2.777673	7	36	0.005028736	0.1944444	MSigDB Pathway	IFNG
MSigDB Pathway	KEGG_TYPE_I_DIABETES_MELLITUS	Type I diabetes mellitus	241	0.0005456714	0.7202862	0.00298874	2.152711	11.14873	24	0.002885283	0.00621118	279	0.09271046	1	0.4386301	1.896657	3.163461	6	41	0.004310345	0.1463415	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_RNA_POL_III_TRANSCRIPTION	Genes involved in RNA Polymerase III Transcription	242	0.0005536417	0.730807	0.003019864	2.343022	8.535985	20	0.002209106	0.005175983	308	0.1067089	1	0.4573239	1.96371	2.5462	5	33	0.003591954	0.1515152	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_APOPTOSIS_INDUCED_DNA_FRAGMENTATION	Genes involved in Apoptosis induced DNA fragmentation	243	0.0005608435	0.7403134	0.003046557	4.442294	1.800872	8	0.0004660641	0.002070393	504	0.2652014	1	0.6945751	1.993921	1.003049	2	13	0.001436782	0.1538462	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_41BB_PATHWAY	The 4-1BB-dependent immune response	244	0.0005704969	0.7530559	0.003086295	2.634785	6.072602	16	0.001571584	0.004140787	169	0.0373179	1	0.2914771	3.049527	1.311679	4	17	0.002873563	0.2352941	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_AMINO_ACID_TRANSPORT_ACROSS_THE_PLASMA_MEMBRANE	Genes involved in Amino acid transport across the plasma membrane	245	0.0005741127	0.7578288	0.003093179	2.144684	11.19046	24	0.002896081	0.00621118	417	0.1976584	1	0.6256813	1.728065	2.314728	4	30	0.002873563	0.1333333	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_MUSCLE_CONTRACTION	Genes involved in Muscle contraction	246	0.0005848575	0.7720119	0.00313826	2.007706	13.94626	28	0.003609282	0.007246377	364	0.1406566	1	0.5100734	1.690499	3.549249	6	46	0.004310345	0.1304348	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_CHOLESTEROL_BIOSYNTHESIS	Genes involved in Cholesterol biosynthesis	247	0.0005952031	0.7856681	0.003180842	2.62411	6.097304	16	0.001577977	0.004140787	265	0.08470475	1	0.4219255	2.356452	1.697467	4	22	0.002873563	0.1818182	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_GLEEVEC_PATHWAY	Inhibition of Cellular Proliferation by Gleevec	248	0.0006251254	0.8251655	0.00332728	2.131254	11.26097	24	0.002914331	0.00621118	74	0.006718673	1	0.1198466	3.380997	1.774624	6	23	0.004310345	0.2608696	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_STEROID_HORMONES	Genes involved in Steroid hormones	249	0.000643916	0.8499691	0.003413531	2.313877	8.6435	20	0.002236931	0.005175983	386	0.1659994	1	0.5676663	1.851498	2.160412	4	28	0.002873563	0.1428571	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_APOBEC3G_MEDIATED_RESISTANCE_TO_HIV1_INFECTION	Genes involved in APOBEC3G mediated resistance to HIV-1 infection	251	0.0007158025	0.9448593	0.00376438	4.276372	1.870745	8	0.0004841471	0.002070393	588	0.330705	1	0.742399	2.592098	0.3857879	1	5	0.0007183908	0.2	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_HCMV_PATHWAY	Human Cytomegalovirus and Map Kinase Pathways	252	0.0007265016	0.9589821	0.003805485	2.290689	8.730996	20	0.002259575	0.005175983	80	0.007661678	1	0.1264177	3.811908	1.311679	5	17	0.003591954	0.2941176	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_ACTIVATED_NOTCH1_TRANSMITS_SIGNAL_TO_THE_NUCLEUS	Genes involved in Activated NOTCH1 Transmits Signal to the Nucleus	253	0.000737742	0.9738194	0.003849089	2.287745	8.742233	20	0.002262483	0.005175983	579	0.3248821	1	0.7406639	1.495441	2.006097	3	26	0.002155172	0.1153846	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_PERK_REGULATED_GENE_EXPRESSION	Genes involved in PERK regulated gene expression	254	0.0007473221	0.9864652	0.003883721	2.567164	6.232559	16	0.001612981	0.004140787	1064	0.8857815	1	1	0.4800181	2.083255	1	27	0.0007183908	0.03703704	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_IL1R_PATHWAY	Signal transduction through IL1R	256	0.0008393997	1	0.004328155	2.084919	11.51124	24	0.002979099	0.00621118	288	0.09633326	1	0.4415274	2.025076	2.469043	5	32	0.003591954	0.15625	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_GATA3_PATHWAY	GATA3 participate in activating the Th2 cytokine genes expression	257	0.0008406023	1	0.00431749	2.262768	8.838734	20	0.002287457	0.005175983	152	0.03033996	1	0.2634786	3.240122	1.234521	4	16	0.002873563	0.25	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_ENDOSOMAL_SORTING_COMPLEX_REQUIRED_FOR_TRANSPORT_ESCRT	Genes involved in Endosomal Sorting Complex Required For Transport (ESCRT)	259	0.0008661797	1	0.004414507	3.016937	3.977544	12	0.001029385	0.00310559	806	0.6067294	1	0.9936511	0.9969607	2.006097	2	26	0.001436782	0.07692308	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_LATENT_INFECTION_OF_HOMO_SAPIENS_WITH_MYCOBACTERIUM_TUBERCULOSIS	Genes involved in Latent infection of Homo sapiens with Mycobacterium tuberculosis	260	0.0008778462	1	0.004456758	2.527242	6.331013	16	0.001638461	0.004140787	440	0.2141268	1	0.6423804	1.672321	2.391885	4	31	0.002873563	0.1290323	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_PRESYNAPTIC_NICOTINIC_ACETYLCHOLINE_RECEPTORS	Genes involved in Presynaptic nicotinic acetylcholine receptors	261	0.0009039828	1	0.004571867	4.122041	1.940786	8	0.0005022739	0.002070393	465	0.2356572	1	0.6689624	2.160081	0.925891	2	12	0.001436782	0.1666667	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_IRAK2_MEDIATED_ACTIVATION_OF_TAK1_COMPLEX_UPON_TLR7_8_OR_9_STIMULATION	Genes involved in IRAK2 mediated activation of TAK1 complex upon TLR7/8 or 9 stimulation	263	0.0009386323	1	0.004711006	2.988296	4.015666	12	0.001039251	0.00310559	334	0.1220709	1	0.4824359	3.240122	0.6172607	2	8	0.001436782	0.25	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_REGULATION_OF_COMPLEMENT_CASCADE	Genes involved in Regulation of Complement cascade	264	0.0009600144	1	0.004800072	4.082958	1.959364	8	0.0005070818	0.002070393	852	0.6480337	1	1	0.9969607	1.003049	1	13	0.0007183908	0.07692308	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_TNFR2_PATHWAY	TNFR2 Signaling Pathway	265	0.001013955	1	0.005050644	2.491737	6.421223	16	0.001661807	0.004140787	353	0.1388012	1	0.51903	2.287145	1.311679	3	17	0.002155172	0.1764706	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_REGULATION_OF_PYRUVATE_DEHYDROGENASE_PDH_COMPLEX	Genes involved in Regulation of pyruvate dehydrogenase (PDH) complex	268	0.001060545	1	0.00522358	2.945065	4.074613	12	0.001054506	0.00310559	465	0.2356572	1	0.6689624	2.160081	0.925891	2	12	0.001436782	0.1666667	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_IL_RECEPTOR_SHC_SIGNALING	Genes involved in Interleukin receptor SHC signaling	269	0.001080234	1	0.005300777	2.215031	9.029219	20	0.002336754	0.005175983	386	0.1659994	1	0.5676663	1.851498	2.160412	4	28	0.002873563	0.1428571	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_BASE_EXCISION_REPAIR	Genes involved in Base Excision Repair	270	0.001116915	1	0.005460473	3.985789	2.007131	8	0.0005194438	0.002070393	668	0.4371065	1	0.8637434	1.364262	1.465994	2	19	0.001436782	0.1052632	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_GLUTATHIONE_CONJUGATION	Genes involved in Glutathione conjugation	272	0.001185714	1	0.0057542	2.905888	4.129546	12	0.001068723	0.00310559	496	0.2599125	1	0.6917026	1.690499	1.774624	3	23	0.002155172	0.1304348	MSigDB Pathway	IFNG
MSigDB Pathway	ST_TUMOR_NECROSIS_FACTOR_PATHWAY	Tumor Necrosis Factor Pathway.	273	0.001196346	1	0.00578453	2.195694	9.108738	20	0.002357334	0.005175983	231	0.0684998	1	0.3914274	2.234567	2.23757	5	29	0.003591954	0.1724138	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_ERK5_PATHWAY	Role of Erk5 in Neuronal Survival	274	0.001238721	1	0.005967561	2.189113	9.136119	20	0.00236442	0.005175983	205	0.05380068	1	0.3464239	2.728524	1.465994	4	19	0.002873563	0.2105263	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_CARDIACEGF_PATHWAY	Role of EGF Receptor Transactivation by GPCRs in Cardiac Hypertrophy	275	0.001262712	1	0.006061018	2.021108	11.87468	24	0.003073157	0.00621118	92	0.009945457	1	0.1426957	3.600136	1.388837	5	18	0.003591954	0.2777778	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_VDR_PATHWAY	Control of Gene Expression by Vitamin D Receptor	277	0.001364472	1	0.006502177	2.857002	4.200206	12	0.00108701	0.00310559	215	0.0595895	1	0.3658518	3.240122	0.925891	3	12	0.002155172	0.25	MSigDB Pathway	IFNG
MSigDB Pathway	PID_PI3KCIAKTPATHWAY	Class I PI3K signaling events mediated by Akt	278	0.001378206	1	0.006544	2.007482	11.95527	24	0.003094015	0.00621118	339	0.1290052	1	0.5023211	1.851498	2.700515	5	35	0.003591954	0.1428571	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_SMAD2_SMAD3_SMAD4_HETEROTRIMER_REGULATES_TRANSCRIPTION	Genes involved in SMAD2/SMAD3:SMAD4 heterotrimer regulates transcription	279	0.001403783	1	0.006641554	2.165513	9.235686	20	0.002390188	0.005175983	557	0.3031311	1	0.7183717	1.555259	1.92894	3	25	0.002155172	0.12	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_VIF_MEDIATED_DEGRADATION_OF_APOBEC3G	Genes involved in Vif-mediated degradation of APOBEC3G	280	0.001407428	1	0.006635018	2.165025	9.237769	20	0.002390727	0.005175983	774	0.561463	1	0.9575338	1.016509	3.935037	4	51	0.002873563	0.07843137	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_SHC1_EVENTS_IN_EGFR_SIGNALING	Genes involved in SHC1 events in EGFR signaling	282	0.001492316	1	0.006985309	2.826067	4.246184	12	0.001098909	0.00310559	299	0.1039138	1	0.4587499	2.592098	1.157364	3	15	0.002155172	0.2	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_DOWNREGULATION_OF_SMAD2_3_SMAD4_TRANSCRIPTIONAL_ACTIVITY	Genes involved in Downregulation of SMAD2/3:SMAD4 transcriptional activity	283	0.001494276	1	0.006969768	2.153756	9.286105	20	0.002403236	0.005175983	668	0.4371065	1	0.8637434	1.364262	1.465994	2	19	0.001436782	0.1052632	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_TRAF6_MEDIATED_INDUCTION_OF_TAK1_COMPLEX	Genes involved in TRAF6 mediated induction of TAK1 complex	284	0.001516408	1	0.007048094	2.393769	6.684019	16	0.001729819	0.004140787	239	0.07316397	1	0.4040855	2.990882	1.003049	3	13	0.002155172	0.2307692	MSigDB Pathway	IFNG
MSigDB Pathway	PID_ATR_PATHWAY	ATR signaling pathway	288	0.001719065	1	0.007879048	2.127447	9.400941	20	0.002432956	0.005175983	590	0.3367519	1	0.753411	1.364262	2.931988	4	38	0.002873563	0.1052632	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_METABOLISM_OF_STEROID_HORMONES_AND_VITAMINS_A_AND_D	Genes involved in Metabolism of steroid hormones and vitamins A and D	290	0.00178957	1	0.008145629	2.119917	9.434331	20	0.002441597	0.005175983	517	0.2654898	1	0.6778463	1.524763	2.623358	4	34	0.002873563	0.1176471	MSigDB Pathway	IFNG
MSigDB Pathway	KEGG_OTHER_GLYCAN_DEGRADATION	Other glycan degradation	291	0.001901952	1	0.008627411	2.743219	4.374423	12	0.001132097	0.00310559	326	0.1208923	1	0.4895026	2.430092	1.234521	3	16	0.002155172	0.1875	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_CLASSIC_PATHWAY	Classical Complement Pathway	296	0.00228185	1	0.01017582	3.549566	2.253797	8	0.0005832808	0.002070393	879	0.6752102	1	1	0.9257492	1.080206	1	14	0.0007183908	0.07142857	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_TNFR1_PATHWAY	TNFR1 Signaling Pathway	297	0.002293398	1	0.01019288	2.073605	9.645039	20	0.002496128	0.005175983	231	0.0684998	1	0.3914274	2.234567	2.23757	5	29	0.003591954	0.1724138	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_ARENRF2_PATHWAY	Oxidative Stress Induced Gene Expression Via Nrf2	298	0.00235945	1	0.01045126	2.670706	4.493193	12	0.001162835	0.00310559	239	0.07316397	1	0.4040855	2.990882	1.003049	3	13	0.002155172	0.2307692	MSigDB Pathway	IFNG
MSigDB Pathway	PID_PDGFRAPATHWAY	PDGFR-alpha signaling pathway	299	0.002396679	1	0.01058066	2.065408	9.683318	20	0.002506035	0.005175983	265	0.08470475	1	0.4219255	2.356452	1.697467	4	22	0.002873563	0.1818182	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_MRNA_SPLICING_MINOR_PATHWAY	Genes involved in mRNA Splicing - Minor Pathway	301	0.002443044	1	0.01071368	2.65909	4.512823	12	0.001167915	0.00310559	846	0.6390474	1	0.9970952	0.9257492	3.240619	3	42	0.002155172	0.07142857	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_TRYPTOPHAN_CATABOLISM	Genes involved in Tryptophan catabolism	304	0.002610149	1	0.01133354	2.637086	4.550478	12	0.00117766	0.00310559	426	0.2063126	1	0.6392785	2.356452	0.8487334	2	11	0.001436782	0.1818182	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_NFKB_IS_ACTIVATED_AND_SIGNALS_SURVIVAL	Genes involved in NF-kB is activated and signals survival	305	0.002622367	1	0.01134926	3.468719	2.306327	8	0.0005968754	0.002070393	753	0.5520961	1	0.9678179	1.296049	0.7715759	1	10	0.0007183908	0.1	MSigDB Pathway	IFNG
MSigDB Pathway	PID_ECADHERIN_KERATINOCYTE_PATHWAY	E-cadherin signaling in keratinocytes	306	0.002685615	1	0.01158501	2.044262	9.783483	20	0.002531957	0.005175983	242	0.07360383	1	0.4014754	2.468664	1.620309	4	21	0.002873563	0.1904762	MSigDB Pathway	IFNG
MSigDB Pathway	REACTOME_APC_CDC20_MEDIATED_DEGRADATION_OF_NEK2A	Genes involved in APC-Cdc20 mediated degradation of Nek2A	307	0.002705873	1	0.01163437	2.255639	7.093333	16	0.001835749	0.004140787	441	0.2176201	1	0.6513799	1.851498	1.620309	3	21	0.002155172	0.1428571	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_COMP_PATHWAY	Complement Pathway	309	0.002809945	1	0.01200365	2.612666	4.593009	12	0.001188667	0.00310559	668	0.4371065	1	0.8637434	1.364262	1.465994	2	19	0.001436782	0.1052632	MSigDB Pathway	IFNG
MSigDB Pathway	BIOCARTA_CSK_PATHWAY	Activation of Csk by cAMP-dependent Protein Kinase Inhibits Signaling through the T Cell Receptor	310	0.002834799	1	0.01207076	2.244671	7.127994	16	0.001844719	0.004140787	265	0.08470475	1	0.4219255	2.356452	1.697467	4	22	0.002873563	0.1818182	MSigDB Pathway	IFNG
